Date,Fighter,Sig. Str. Leg,Sig. Str. Leg Attempts,Opp Sig. Str. Leg,Opp Sig. Str. Leg Attempts,Sig. Str. Ground Landed,Sig. Str. Ground Attempts,Opp Sig. Str. Ground Landed,Opp Sig. Str. Ground Attempts,Total Strikes Landed,Total Strikes Attempts,Opp Total Strikes Landed,Opp Total Strikes Attempts,Total Takedowns Landed,Total Takedowns Attempts,Opp Total Takedowns Landed,Opp Total Takedowns Attempts,Submission Total Attempts,Opp Submission Total Attempts,Takedown %,Opp Takedown %,Sig. Str. Leg %,Opp Sig. Str. Leg %,Sig. Str. Ground %,Opp Sig. Str. Ground %,Total Strikes %,Opp Total Strikes %,KnockDown Total,Opp KnockDown Total,KnockDown Total Difference,Ground Time,Opp Ground Time,Standing Time,Opp Standing Time,Dominant Positions,Opp Dominant Positions,Top Strike Speed,Opp Top Strike Speed,Height,Weight,Reach,Leg Reach,Points,Inner Zone,Opp Inner Zone,Outer Zone,Opp Outer Zone,Sig. Str. Per KnockDown,Opp Sig. Str. Per KnockDown,Sig. Str. Punches Diff,Sig. Str. Diff,Sig. Str. Leg Diff,Sig. Str. Ground Diff,Odds,Total Wins,Win
7/5/2018 0:00,Shamil Gamzatov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-235,0,1
7/5/2018 0:00,Eddie Gordon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0
7/5/2018 0:00,Rick Story,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-550,0,1
7/5/2018 0:00,Yuri Villefort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0
7/5/2018 0:00,Abubakar Nurmagomedov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1350,0,0
7/5/2018 0:00,Pavlo Kusch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0,1
7/5/2018 0:00,Jake Shields,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1400,0,0
7/5/2018 0:00,Ray Cooper III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0,1
7/19/2018 0:00,Valdrin Istrefi,3,5,4,6,2,7,71,92,11,23,76,107,0,0,3,3,0,0,0,1,0.6,0.666666667,0.285714286,0.77173913,0.47826087,0.710280374,0,0,0,11.29,11.29,3.31,3.31,0,0,0,0,"6'3""",265,80,45,0,0,0,0,0,0,0,0,-0.232019504,-0.066666667,-0.486024845,0,0,1
7/19/2018 0:00,Daniel Gallemore,0,0,7,7,0,0,0,0,13,41,29,48,0,0,0,0,0,0,0,0,0,1,0,0,0.317073171,0.604166667,0,0,0,0,0,5,5,0,0,0,0,"6'5""",265,0,0,0,0,0,0.702,0,0,0,0,-0.287093496,nan,0,0,0,0
7/19/2018 0:00,Shawn Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-215,0,0
7/19/2018 0:00,Josh Copeland,1,1,5,12,0,0,0,0,11,20,22,42,0,0,0,0,0,0,0,0,1,0.416666667,0,0,0.55,0.523809524,0,0,0,0,0,5,5,0,0,0,0,"6'1""",265,0,0,0,0,0,0,0,0,0,0,0.026190476,0.583333333,0,170,1,1
7/19/2018 0:00,Marcos Galvao,9,15,3,6,6,6,4,7,61,140,62,159,0,1,1,3,0,0,0,0.333333333,0.6,0.5,1,0.571428571,0.435714286,0.389937107,0,3,-3,2.29,2.29,12.31,12.31,0,0,0,0,"5'7""",145,0,0,0,0,0,0,0,0,20.66666667,-0.333333333,0.045777179,0.1,0.428571429,405,0,0
